M1 0 0.64 0.64 0 0.32 0 0 0 0 0 0 0.64 0 0 0 0.32 0 1.29 1.93 0 0.96 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.778 0 0 3.756 61 278 1
M2 0.21 0.28 0.5 0 0.14 0.28 0.21 0.07 0 0.94 0.21 0.79 0.65 0.21 0.14 0.14 0.07 0.28 3.47 0 1.59 0 0.43 0.43 0 0 0 0 0 0 0 0 0 0 0 0 0.07 0 0 0 0 0 0 0 0 0 0 0 0 0.132 0 0.372 0.18 0.048 5.114 101 1028 1
M3 0.06 0 0.71 0 1.23 0.19 0.19 0.12 0.64 0.25 0.38 0.45 0.12 0 1.75 0.06 0.06 1.03 1.36 0.32 0.51 0 1.16 0.06 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.06 0 0 0.12 0 0.06 0.06 0 0 0.01 0.143 0 0.276 0.184 0.01 9.821 485 2259 1
M4 0 0 0 0 0.63 0 0.31 0.63 0.31 0.63 0.31 0.31 0.31 0 0 0.31 0 0 3.18 0 0.31 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.137 0 0.137 0 0 3.537 40 191 1
M5 0 0 0 0 0.63 0 0.31 0.63 0.31 0.63 0.31 0.31 0.31 0 0 0.31 0 0 3.18 0 0.31 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.135 0 0.135 0 0 3.537 40 191 1
M6 0 0 0 0 1.85 0 0 1.85 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.223 0 0 0 0 3 15 54 1
M7 0 0 0 0 1.92 0 0 0 0 0.64 0.96 1.28 0 0 0 0.96 0 0.32 3.85 0 0.64 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.054 0 0.164 0.054 0 1.671 4 112 1
M8 0 0 0 0 1.88 0 0 1.88 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.206 0 0 0 0 2.45 11 49 1
M9 0.15 0 0.46 0 0.61 0 0.3 0 0.92 0.76 0.76 0.92 0 0 0 0 0 0.15 1.23 3.53 2 0 0 0.15 0 0 0 0 0 0 0 0 0.15 0 0 0 0 0 0 0 0 0 0.3 0 0 0 0 0 0 0.271 0 0.181 0.203 0.022 9.744 445 1257 1
M10 0.06 0.12 0.77 0 0.19 0.32 0.38 0 0.06 0 0 0.64 0.25 0 0.12 0 0 0.12 1.67 0.06 0.71 0 0.19 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.06 0 0 0 0 0.04 0.03 0 0.244 0.081 0 1.729 43 749 1
M11 0 0 0 0 0 0 0.96 0 0 1.92 0.96 0 0 0 0 0 0 0.96 3.84 0 0.96 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.96 0 0 0 0 0 0 0 0 0 0 0 0.462 0 0 1.312 6 21 1
M12 0 0 0.25 0 0.38 0.25 0.25 0 0 0 0.12 0.12 0.12 0 0 0 0 0 1.16 0 0.77 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.022 0.044 0 0.663 0 0 1.243 11 184 1
M13 0 0.69 0.34 0 0.34 0 0 0 0 0 0 0.69 0 0 0 0.34 0 1.39 2.09 0 1.04 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.056 0 0.786 0 0 3.728 61 261 1
M14 0 0 0 0 0.9 0 0.9 0 0 0.9 0.9 0 0.9 0 0 0 0 0 2.72 0 0.9 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2.083 7 25 1
M15 0 0 1.42 0 0.71 0.35 0 0.35 0 0.71 0 0.35 0 0 0 5.35 0 0 3.21 0 2.85 0 0.35 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.102 0 0.357 0 0 1.971 24 205 1
M16 0 0.42 0.42 0 1.27 0 0.42 0 0 1.27 0 0 0 0 0 1.27 0 0 1.7 0.42 1.27 0 0 0.42 0 0 0 0 0 0 0 0 0 0 0 0 1.27 0 0 0.42 0 0 0 0 0 0 0 0 0 0.063 0 0.572 0.063 0 5.659 55 249 1
M17 0 0 0 0 0.94 0 0 0 0 0 0 0 0 0 0 0 0 0 1.88 0 2.83 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.428 0 0 4.652 31 107 1
M18 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2.11 0 0.7 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.975 0.37 0 35.461 95 461 1
M19 0 0 0.55 0 1.11 0 0.18 0 0 0 0 0 0.92 0 0.18 0 0.37 0.37 3.15 0 0.92 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.182 0 0.455 0 0 1.32 4 70 1
M20 0 0.63 0 0 1.59 0.31 0 0 0.31 0 0 0.63 0 0 1.27 0.63 0.31 3.18 2.22 0 1.91 0 0.31 0.63 0 0 0 0.31 0 0 0 0 0 0 0 0 0 0 0 1.59 0 0 0 0 0 0 0 0 0 0.275 0 0.055 0.496 0 3.509 91 186 1
M21 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.729 0 0.729 0 0 3.833 9 23 1
M22 0.05 0.07 0.1 0 0.76 0.05 0.15 0.02 0.55 0 0.1 0.47 0.02 0 0 0 0.02 0.13 2.09 0.1 1.57 0 0.05 0 0 0 0 0 0 0 0 0 0 0 0 0.02 0.1 0 0 0 0 0 0 0 0 0 0 0 0.042 0.101 0.016 0.25 0.046 0.059 2.569 66 2259 1
M23 0 0 0 0 2.94 0 0 0 0 0 0 0 0 0 0 2.94 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.404 0.404 0 0.809 0 0 4.857 12 34 1
M24 0 0 0 0 1.16 0 0 0 0 0 0 0.58 0 0 0 1.16 0 1.16 1.16 0 1.75 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.133 0 0.667 0 0 1.131 5 69 1
M25 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.44 0 0 0 0 0.196 0 0.392 0.196 0 5.466 22 82 1
M26 0.05 0.07 0.1 0 0.76 0.05 0.15 0.02 0.55 0 0.1 0.47 0.02 0 0 0 0.02 0.13 2.09 0.1 1.57 0 0.05 0 0 0 0 0 0 0 0 0 0 0 0 0.02 0.1 0 0 0 0 0 0 0 0 0 0 0 0.042 0.101 0.016 0.25 0.046 0.059 2.565 66 2258 1
M27 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.44 0 0 0 0 0.196 0 0.392 0.196 0 5.466 22 82 1
M28 0 0 0 0 0 0 1.66 0 0 0 0 0 0 0 0 0 0 0 3.33 0 0 0 0 3.33 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.368 0 0 2.611 12 47 1
M29 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3.33 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.352 0 0.352 0 0 4 11 36 1
M30 0 0 0 0 0.65 0 0.65 0 0 0 0.65 0.65 0 0 0 0.65 1.3 0 1.3 5.22 1.3 0 0 0.65 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.459 0 0.091 0 0 2.687 66 129 1
M31 1.17 0 0 0 0 0 0 0 0 0 0 1.17 0 0 0 0 1.17 0 3.52 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.17 0 0 0 0 0 0 0.886 0 0 1.966 10 59 1
M32 0 0 3.03 0 0 0 0 0 0 0 0 0 0 0 0 3.03 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.352 0 2.112 0 0 3.909 11 43 1
M33 0 0 0 0 1.89 0.27 0 0 0 0 0 0.81 0 0 0 0.27 0 0 3.51 0 2.7 0 0 0.27 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.045 0 0 0.091 0 1.39 11 89 1
M34 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 4.83 4.83 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.302 0 1.7 5 17 1
M35 0 0.68 0 0 0 0 0 0 0 0.68 1.36 0 0 0 0 0 0 0 2.04 0 0.68 0 0 0 0.68 0 0 0.68 0 0 1.36 0 0 0 0.68 0 1.36 0 0 0 0 0 0 0 0 0 0 0 0 0 0.185 0 0 0 3.826 30 264 1
M36 0 0 2.56 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 5.12 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.308 0 1.543 0 0 2.777 6 25 1
M37 0 0 0 0 2.94 0 0 0 0 0 0 0 0 0 0 2.94 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.436 0.436 0 0.873 0 0 4.142 12 29 1
M38 0 0 0.48 0 1.46 0 0.48 0 0 0 0 0.97 0 0 0 0.48 0.97 0 2.43 0 2.43 0 0.48 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.48 0 0 0 0 0.081 0 0.488 0.244 0 5.431 78 239 1
M39 0 0.48 0.48 0 0.48 0 0 0 0 0 0 0.97 0 0 0 0.48 0 0.97 1.46 0 0.97 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.08 0 0.963 0 0 3.1 61 186 1
M40 0 0.41 1.66 0 0.41 0 0 0 0 0 0 0.41 0 0 0 0.41 0 0.83 2.08 0 1.25 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.41 0 0 0 0 0.068 0 0.75 0 0 3.851 121 285 1
M41 0.3 0 0 0 0.61 0.92 0 2.45 0 0 0 0.3 1.53 0 0 0 0 0.3 2.76 0 0.61 0 0.3 0.61 0 0 0 0 0 0 0 0 0 0 0 0 0.3 0 0 0 0 0 0 0 0 0 0 0 0 0.051 0 0.207 0.207 0 2.132 30 226 1
M42 0 0 0 0 2.94 0 0 0 0 0 0 0 0 0 0 2.94 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.335 0.335 0 0.671 0 0 4 12 28 1
M43 0 0 0 0 2.94 0 0 0 0 0 0 0 0 0 0 2.94 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.355 0.355 0 0.711 0 0 4 12 28 1
